strat,ticker,oos_total,oos_sharpe,oos_maxdd,bh_total,bh_sharpe,bh_maxdd,beats_return,beats_sharpe
g035,BTC,0.4048403955769322,0.6182665456416405,-0.2960620628752487,0.23525211786727662,0.42716023877160075,-0.5119837063290327,True,True
g035,ETH,-0.4732603425549301,-0.3638873644581075,-0.6213586431053266,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g035,SOL,-0.015190626110986316,0.24521179402886709,-0.5798734683731569,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,True
g036,BTC,0.0537376115182262,0.23234955085773404,-0.3799666435787584,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g036,ETH,0.3411976450378087,0.49878041807871754,-0.5177855807735765,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,True
g036,SOL,-0.29095764472099583,-0.015761543323547643,-0.5601105508734945,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,False
g037,BTC,0.012222237964468752,0.16730682316960713,-0.37027920761901034,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g037,ETH,-0.49740799984325523,-0.5916935143698121,-0.6361744626202641,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g037,SOL,0.001558495312328656,0.22615377402023998,-0.45650423900275316,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,True
g038,BTC,-0.04676163468756378,0.009219881579816102,-0.25283589075409973,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g038,ETH,-0.40341155275055407,-0.5650616156358839,-0.5198727329593722,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,False
g038,SOL,-0.3689643842042267,-0.5294727887415988,-0.5310896548098029,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,False
g039,BTC,0.012222237964468752,0.16730682316960713,-0.37027920761901034,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g039,ETH,-0.49740799984325523,-0.5916935143698121,-0.6361744626202641,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,False,False
g039,SOL,0.001558495312328656,0.22615377402023998,-0.45650423900275316,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,True
g040,BTC,0.038844473792325473,0.2142803111013772,-0.42578348969810687,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
g040,ETH,-0.006104939085626815,0.20309899642366755,-0.4871616429098189,-0.4133365022238833,0.02361717271056297,-0.6755191528088037,True,True
g040,SOL,-0.36362923123117596,-0.09223586566247033,-0.6082258638944726,-0.4279910962715654,0.1099679743414206,-0.7629214340198327,True,False
g005,BTC/USDC,0.0017577673368973645,0.13243019574082146,-0.3178384922189673,0.23525211786727662,0.42716023877160075,-0.5119837063290327,False,False
